yt_id,start_seconds,end_seconds,r_label
UpWnmFaoOsg,20.0,30.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Ur-Jm48h6ok,25.0,35.0,"Fire engine, fire truck (siren),Truck,Vehicle"
UtLMUC6IFYU,30.0,40.0,"Fire engine, fire truck (siren),Music,Speech"
Ux_GkO66GYM,140.0,150.0,"Fire engine, fire truck (siren)"
UzS5M53Mwx8,80.0,90.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
V0RobaTC4BA,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
V1-V5jATr5w,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
V1YSQl_VkAk,19.0,29.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
V1z9W8CYFb0,340.0,350.0,"Fire engine, fire truck (siren),Vehicle,Speech,Outside, urban or manmade"
V6friG58WG0,150.0,160.0,"Fire engine, fire truck (siren),Vehicle"
V7IM5ELcf-c,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Air brake,Heavy engine (low frequency)"
V90vfoGo6hg,180.0,190.0,"Fire engine, fire truck (siren),Siren,Vehicle"
V9N_ZM5Xz4w,290.0,300.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
V9ToaPOmyK8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
V9_JjVLW0CM,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Police car (siren),Speech,Outside, urban or manmade"
VA6lpY0aWis,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
VB4c0CyEZCc,14.0,24.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
VB8VoADbaTE,13.0,23.0,"Fire engine, fire truck (siren),Vehicle"
VBDQPd5R1W4,1.0,11.0,"Fire engine, fire truck (siren),Music,Speech"
VBE7ytqAXuI,19.0,29.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle"
VCNQsTyA8HI,50.0,60.0,"Fire engine, fire truck (siren),Speech,Outside, urban or manmade"
VGCRXRLdv18,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
VGosxYAxbg8,50.0,60.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle"
VIndaSzZnJE,22.0,32.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
VJdiOk-Sw_U,13.0,23.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
VKO21kFXhwM,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
VKYeO7USkrU,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
VMmreMR28jo,0.0,10.0,"Fire engine, fire truck (siren),Truck,Vehicle"
VNKgbflCAvI,60.0,70.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Vehicle horn, car horn, honking"
VNsXETkkYpQ,390.0,400.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
VOhD8GKwGJk,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
VQtcb2sXzA0,6.0,16.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
VQwpexN8B78,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
VR9mKIycdgo,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
VRLupXn0wZY,0.0,10.0,"Fire engine, fire truck (siren),Vehicle"
VSMEFS-yI5I,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
VT6Gx31u6z8,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
VVAmmjHP6to,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
V_DUPpTkyNE,40.0,50.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
VaE0aqGwLSw,400.0,410.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
VaLbxvpzw78,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
VaUlqmcbOHY,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
Vazx0APZmAw,570.0,580.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle,Speech"
VfgHuLv_pwM,16.0,26.0,"Fire engine, fire truck (siren),Vehicle,Car"
Vg7tT-uMn-s,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
Vh87eXUhJ8I,9.0,19.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
VhKOjYjp1HQ,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
Vi2DcEBEVPg,14.0,24.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
VkIoJvgMOA8,30.0,40.0,"Fire engine, fire truck (siren)"
VkyAvXEUwho,90.0,100.0,"Ambulance (siren),Fire engine, fire truck (siren),Motorcycle,Vehicle,Traffic noise, roadway noise,Car"
VmFzl5qzj7o,14.0,24.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
VnLUjMD-6K4,3.0,13.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Vehicle"
VpCKV6E7P8g,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Outside, urban or manmade"
Vpb2khTcbqc,12.0,22.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Vsve5nA3bSc,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
Vu9kacBXAgM,90.0,100.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
VvgTK8dqNqI,30.0,40.0,"Fire engine, fire truck (siren)"
VwfEocRpHaI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Vx2pCmrJpzM,10.0,20.0,"Fire engine, fire truck (siren),Air horn, truck horn,Truck,Vehicle,Speech"
VxzXykLTIZQ,150.0,160.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Vza-82NLyfs,10.0,20.0,"Fire engine, fire truck (siren),Engine,Air horn, truck horn,Truck,Vehicle,Outside, rural or natural"
W-iBuZnDAw4,400.0,410.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
W17NVdqN3UM,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Car"
W38fB_gSruk,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
W51RAb71A-k,19.0,29.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
W5YBgEALnZc,410.0,420.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
W5oyPMq0Y3o,260.0,270.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
W6H3ED9XOv0,0.0,8.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
W8uFEVBSAN8,20.0,30.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
WB8oUR5Te4Q,30.0,40.0,"Fire engine, fire truck (siren),Engine"
WEYZHOcGIiw,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
WJMkhI7UpdA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
WKeXM-R0qZQ,4.0,14.0,"Fire engine, fire truck (siren),Siren,Police car (siren)"
WLGfSlV7P-A,30.0,40.0,"Fire engine, fire truck (siren)"
WMqevXsFjeE,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
WMzIkDBk9Bw,30.0,40.0,"Fire engine, fire truck (siren),Speech"
WOC_wdkYPXE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Speech,Car"
WPASuIJUWns,260.0,270.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
WR9iSD0sZN4,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
WRqFPI83BqY,3.0,13.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
WUOPf6i1d18,22.0,32.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
WWL9Hw8fbrk,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Vehicle"
WYTTj4yKzdY,100.0,110.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
W_7MFgRskJs,30.0,40.0,"Fire engine, fire truck (siren),Speech"
WajfX1fP7Rk,26.0,36.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
WbZUIzLMiC8,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
WkDwLxv8IiI,13.0,23.0,"Fire engine, fire truck (siren),Truck,Vehicle"
Wkg_YGT8-k0,11.0,21.0,"Fire engine, fire truck (siren),Vehicle"
WmaUDucAXyk,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
WnQAmnjmHmg,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle,Speech"
WonvVmT-50c,30.0,40.0,"Fire engine, fire truck (siren)"
Wp0ErfcttuM,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Wp_w1HApReY,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
WtzkncVLdKA,230.0,240.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle,Speech,Outside, urban or manmade"
WwZbCNZMG74,80.0,90.0,"Fire engine, fire truck (siren),Vehicle"
WxAeMe6vg0w,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech,Outside, urban or manmade"
Wy4RlsQEbgo,490.0,500.0,"Fire engine, fire truck (siren),Alarm,Vehicle,Speech,Traffic noise, roadway noise"
WzJ5LirEdb8,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
X-sBWB-yWbU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
X2OQgjBVABQ,6.0,16.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
X4JiYKzYGIQ,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Engine,Emergency vehicle,Vehicle,Speech"
X6oSPgf5Nmw,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
XAA2Mjl0LF8,100.0,110.0,"Motor vehicle (road),Fire engine, fire truck (siren),Vehicle,Speech"
XC95AOVm2FA,24.0,34.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
XD1TDZITVlI,10.0,20.0,"Fire engine, fire truck (siren),Vehicle"
XDJ9sFKqTV8,90.0,100.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Outside, urban or manmade"
XDqS3yOwYWc,9.0,19.0,"Fire engine, fire truck (siren),Vehicle"
XFJbjRxSuxQ,13.0,23.0,"Fire engine, fire truck (siren),Vehicle"
XGkLLi6idGc,30.0,40.0,"Fire engine, fire truck (siren),Police car (siren)"
XIBgvjVXvPY,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
XKvPq6PzVRE,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Car"
XMSoVg7vs9E,30.0,40.0,"Fire engine, fire truck (siren),Siren"
XOHOIhfO2tU,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
XQPn5AJSSNw,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
XQxdQBggiPA,250.0,260.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
XSLTuz4fyKI,70.0,80.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle,Car"
XU5qdrF-Ixg,22.0,32.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
XVmra8h8Ze4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
XY752YfXovo,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech,Car"
XYu62ba-IHY,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
XZjyFuOlomo,260.0,270.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
XdeURapTAeY,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle,Speech,Car"
XfLLjYevLEM,14.0,24.0,"Fire engine, fire truck (siren),Siren,Civil defense siren"
XfkJqWY7WiM,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
XgMG6Frhkw4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
XhS9Yo_q-Xo,22.0,32.0,"Fire engine, fire truck (siren)"
Xh_SSF1U2bA,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
XnAfKjpTpq8,350.0,360.0,"Fire engine, fire truck (siren),Fire,Emergency vehicle,Vehicle,Speech,Outside, urban or manmade"
XodRQt_jNoM,80.0,90.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle"
XpfRzoGN654,30.0,40.0,"Fire engine, fire truck (siren),Engine,Truck,Vehicle,Speech"
XqsWCxOgCu4,8.0,18.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
Xr12UbZXCZk,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
Xux9zfDCu7o,28.0,38.0,"Fire engine, fire truck (siren),Truck,Vehicle"
XvKBXsZ2u9A,8.0,18.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Truck,Vehicle"
Y-evB7jTLdI,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Air horn, truck horn,Truck,Vehicle"
Y0RTSvdcDuE,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
Y2TrZy85Fow,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Y3HMj-l0vuA,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
Y5GpSOVqeTc,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Outside, urban or manmade"
Y5fa5p1zPmw,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Y9OyBqL_LgM,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Music,Vehicle"
YBNlr2mFYmk,18.0,28.0,"Fire engine, fire truck (siren),Siren,Vehicle,Speech"
YDFtYbl36rA,25.0,35.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Medium engine (mid frequency)"
YK-TAucPn_s,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
YK3QOATIM-k,19.0,29.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
YKvRiOMXGvM,9.0,19.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
YN6fjThvoyY,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Music,Truck"
YNDKuNINDOY,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
YNOGM8Asyao,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
YPpna9ImKoc,280.0,290.0,"Fire engine, fire truck (siren),Speech"
YPvlsSllux0,30.0,40.0,"Fire engine, fire truck (siren),Police car (siren)"
YQQpaazEU-k,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Vehicle"
YQWOGdX53nI,220.0,230.0,"Fire engine, fire truck (siren),Vehicle,Outside, rural or natural"
YRlSwfZtWxk,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
YRxhBnOHh5g,150.0,160.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
YTT_4ShdmXA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Heavy engine (low frequency)"
YU9CxS2jmO8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
YUAqjDf8yC8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
YUkL5eE4OWk,8.0,18.0,"Fire engine, fire truck (siren)"
YVEyDYgq_NM,220.0,230.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
YVPrRZMWUIQ,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
YWX5sZw0Zf4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
YXLtiyr7nYE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Medium engine (mid frequency)"
Y_7tlXONBAw,11.0,21.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Speech"
Y_L1TNXdQaI,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
YdcWuZAYUz0,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Vehicle"
Yei8OMriUeI,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Speech"
YewdEkNx7mU,70.0,80.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Traffic noise, roadway noise"
YgVKWI6_k6Y,20.0,30.0,"Fire engine, fire truck (siren)"
YhEQ1nsnAmc,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
YhjEQrboW_M,30.0,40.0,"Fire engine, fire truck (siren),Fire,Emergency vehicle,Speech,Outside, urban or manmade"
Yile5DITHkk,7.0,17.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Truck,Vehicle,Medium engine (mid frequency)"
YjSkJhuEFyU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
YkeLWLgHdx8,6.0,16.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Truck,Vehicle,Heavy engine (low frequency)"
YqaH2fWm4ZI,30.0,40.0,"Fire engine, fire truck (siren),Speech"
YqzbXUvBfCg,90.0,100.0,"Fire engine, fire truck (siren),Vehicle,Speech"
YsjjHdadqNg,110.0,120.0,"Fire engine, fire truck (siren),Emergency vehicle,Outside, urban or manmade"
YsnFCjqZBUg,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle"
YtcusbSBbt8,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
YuOkLLp20ss,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle,Speech"
YulFrP1Ahf4,40.0,50.0,"Fire engine, fire truck (siren),Vehicle"
Yv8a2aak25Y,30.0,40.0,"Fire engine, fire truck (siren),Siren,Police car (siren),Speech"
YxyHCnmfvZw,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
Z-bZ5bGMGm0,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Z1OozsPAVU8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Z3ABsAVuQZY,29.0,39.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech,Medium engine (mid frequency)"
Z3zGDe25gP4,30.0,40.0,"Fire engine, fire truck (siren),Engine,Vehicle"
Z6rGCg_LAoQ,12.0,22.0,"Fire engine, fire truck (siren)"
Z7EnfwCOsz0,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Z85yuYYMop0,60.0,70.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
Z880j9QlLBY,16.0,26.0,"Fire engine, fire truck (siren),Vehicle"
ZAEktd9L3rg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ZCOmTeVggnw,4.0,14.0,"Fire engine, fire truck (siren),Engine,Truck,Vehicle,Medium engine (mid frequency)"
ZCR9oTbp9q8,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ZDx_Ymv4Mxs,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ZHUdlgUsZSY,100.0,110.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ZIFdicdMNWM,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ZKM_4f2RPEU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ZLEZm1gcO_0,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
ZLwwql7p9hs,0.0,8.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
ZMUz-7G5Klw,50.0,60.0,"Fire engine, fire truck (siren),Truck,Vehicle"
ZOn6_GNmTDU,120.0,130.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Speech,Outside, urban or manmade"
ZPClDr_mYZ4,0.0,5.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Vehicle,Speech"
ZQ-hCsHmj3s,30.0,40.0,"Fire engine, fire truck (siren)"
ZSuVFq_52dE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ZWIFdqzTGoQ,30.0,40.0,"Fire engine, fire truck (siren),Engine,Vehicle"
ZZKliOlJ7ro,80.0,90.0,"Fire engine, fire truck (siren),Truck,Vehicle"
ZZR4WZbwxMg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ZaeeHnmHvRE,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Speech"
Zd9nhc6yJ7Q,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ZdSwNQvP5BE,3.0,13.0,"Fire engine, fire truck (siren)"
ZeO56yvUlgs,30.0,40.0,"Fire engine, fire truck (siren),Air horn, truck horn"
ZffB5R7_gAk,16.0,26.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
ZgZAbdKl8fE,200.0,210.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
Zl37Q4idi9E,90.0,100.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
Zmk57MkEwCc,50.0,60.0,"Fire engine, fire truck (siren),Vehicle"
Zo7K18sFGhw,14.0,24.0,"Fire engine, fire truck (siren)"
Zqdgy596DG4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
ZvikRLC3NHQ,80.0,90.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Traffic noise, roadway noise"
ZwvwMfyjzdE,28.0,38.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
Zx2QOp0urTE,8.0,18.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
ZxOrmsFhBx8,5.0,15.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
ZyMQOybhPqE,50.0,60.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
Zz1zx6B-oSQ,3.0,13.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ZzFLTeZpyPA,0.0,8.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
_1f3piTQtmo,11.0,21.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
_27xiNjrz1s,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
_2uUsmJ67EY,21.0,31.0,"Fire engine, fire truck (siren)"
_6oZUgSo6TI,80.0,90.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Vehicle"
_Cty_EKj1VI,60.0,70.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
_FHnKIh8XCc,30.0,40.0,"Fire engine, fire truck (siren)"
_GQ2aiDkTuQ,180.0,190.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech,Outside, urban or manmade"
_GXktt5e2KA,30.0,40.0,"Fire engine, fire truck (siren),Police car (siren)"
_K527DTN324,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
_LWnZ0xsLxQ,3.0,13.0,"Fire engine, fire truck (siren)"
_OV3RWqTPrg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
_PornllQjaY,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
_QWIM8PPyHg,16.0,26.0,"Fire engine, fire truck (siren),Truck,Vehicle"
_Rjutg8R_LU,6.0,16.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
_RwrgZekCAk,6.0,16.0,"Fire engine, fire truck (siren)"
_S7baZ3EtZY,40.0,50.0,"Fire engine, fire truck (siren),Speech"
_TQuraXuy1c,28.0,38.0,"Fire engine, fire truck (siren),Vehicle"
_VFApA5o0zQ,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
_Vc655PLbuE,400.0,410.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
_XSlFzv4v4A,15.0,25.0,"Fire engine, fire truck (siren),Speech"
_XmRQZyx2Po,30.0,40.0,"Fire engine, fire truck (siren),Engine,Truck,Vehicle,Heavy engine (low frequency)"
_a_EJA4ZDEI,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
_cIr7e90bEg,15.0,25.0,"Fire engine, fire truck (siren)"
_eOYlPNaXls,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Speech"
_g4hbBUhh1w,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
_gpNcaJtUzo,13.0,23.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
_iF1WzYzKBs,0.0,10.0,"Fire engine, fire truck (siren),Bus,Emergency vehicle,Police car (siren),Vehicle"
_jiuF_y8QBA,190.0,200.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
_kMLktzK7fQ,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
_kxrUZsJPw0,12.0,22.0,"Fire engine, fire truck (siren)"
_lG3AXJ3KZI,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
_mo2FmLnGaQ,30.0,40.0,"Fire engine, fire truck (siren),Music,Truck,Speech"
_msZB7VPyD8,30.0,40.0,"Fire engine, fire truck (siren)"
_nOJ5B4HSoA,20.0,30.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
_ni2vaDvzQI,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
_oWU6m5ZGf4,26.0,36.0,"Fire engine, fire truck (siren)"
_oYsNUdRqtA,26.0,36.0,"Fire engine, fire truck (siren),Vehicle"
_oeOGaMzNa4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Speech"
_oewXQtCue0,1.0,11.0,"Fire engine, fire truck (siren)"
_q33qk6GMbQ,50.0,60.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Vehicle,Outside, urban or manmade"
